Run,Dataset,Label_Ratio,GMean
25,INSECTS incremental-abrupt_imbalanced,1,0.388659324
25,Keystroke,0.05,0.549737125
25,Keystroke,0.1,0.677857726
25,Keystroke,0.2,0.808101158
25,Keystroke,0.5,0.684794435
25,Keystroke,1,0.940603409
25,NOAA,0.05,0.539597545
25,NOAA,0.1,0.564682885
25,NOAA,0.2,0.576154674
25,NOAA,0.5,0.664807861
25,NOAA,1,0.673206388
25,Ozone,0.05,0.476337205
25,Ozone,0.1,0.430694173
25,Ozone,0.2,0.526925722
25,Ozone,0.5,0.485630903
25,Ozone,1,0.474968935
26,INSECTS incremental_imbalanced,0.05,0.246452142
26,INSECTS incremental_imbalanced,0.1,0.253359944
26,INSECTS incremental_imbalanced,0.2,0.205993271
26,INSECTS incremental_imbalanced,0.5,0.140975782
26,INSECTS incremental_imbalanced,1,0.397326651
26,INSECTS incremental-abrupt_imbalanced,0.05,0.251629667
26,INSECTS incremental-abrupt_imbalanced,0.1,0.258921829
26,INSECTS incremental-abrupt_imbalanced,0.2,0.244025048
26,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753
26,INSECTS incremental-abrupt_imbalanced,1,0.388659324
26,Keystroke,0.05,0.551070136
26,Keystroke,0.1,0.669397273
26,Keystroke,0.2,0.74264432
26,Keystroke,0.5,0.684794435
26,Keystroke,1,0.940603409
26,NOAA,0.05,0.514839675
26,NOAA,0.1,0.598205873
26,NOAA,0.2,0.576154674
26,NOAA,0.5,0.65697857
26,NOAA,1,0.673206388
26,Ozone,0.05,0.398216804
26,Ozone,0.1,0.450062062
26,Ozone,0.2,0.530672797
26,Ozone,0.5,0.521537607
26,Ozone,1,0.474968935
27,INSECTS incremental_imbalanced,0.05,0.258671007
27,INSECTS incremental_imbalanced,0.1,0.248115518
27,INSECTS incremental_imbalanced,0.2,0.201822281
27,INSECTS incremental_imbalanced,0.5,0.140975782
27,INSECTS incremental_imbalanced,1,0.397326651
27,INSECTS incremental-abrupt_imbalanced,0.05,0.242604459
27,INSECTS incremental-abrupt_imbalanced,0.1,0.253502868
27,INSECTS incremental-abrupt_imbalanced,0.2,0.242342842
27,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753
27,INSECTS incremental-abrupt_imbalanced,1,0.388659324
27,Keystroke,0.05,0.522383044
27,Keystroke,0.1,0.703439806
27,Keystroke,0.2,0.808101158
27,Keystroke,0.5,0.684794435
27,Keystroke,1,0.940603409
27,NOAA,0.05,0.529426152
27,NOAA,0.1,0.598205873
27,NOAA,0.2,0.574929936
27,NOAA,0.5,0.65697857
27,NOAA,1,0.673206388
27,Ozone,0.05,0.298870132
27,Ozone,0.1,0.450062062
27,Ozone,0.2,0.530672797
27,Ozone,0.5,0.521537607
27,Ozone,1,0.474968935
28,INSECTS incremental_imbalanced,0.05,0.258429644
28,INSECTS incremental_imbalanced,0.1,0.247064631
28,INSECTS incremental_imbalanced,0.2,0.205993271
28,INSECTS incremental_imbalanced,0.5,0.140975782
28,INSECTS incremental_imbalanced,1,0.397326651
28,INSECTS incremental-abrupt_imbalanced,0.05,0.246002339
28,INSECTS incremental-abrupt_imbalanced,0.1,0.253502868
28,INSECTS incremental-abrupt_imbalanced,0.2,0.245814772
28,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753
28,INSECTS incremental-abrupt_imbalanced,1,0.388659324
28,Keystroke,0.05,0.618715253
28,Keystroke,0.1,0.703439806
28,Keystroke,0.2,0.74264432
28,Keystroke,0.5,0.684794435
28,Keystroke,1,0.940603409
28,NOAA,0.05,0.525269049
28,NOAA,0.1,0.598205873
28,NOAA,0.2,0.564626106
28,NOAA,0.5,0.664807861
28,NOAA,1,0.673206388
28,Ozone,0.05,0.398216804
28,Ozone,0.1,0.412111128
28,Ozone,0.2,0.529621612
28,Ozone,0.5,0.485630903
28,Ozone,1,0.474968935
29,INSECTS incremental_imbalanced,0.05,0.235156016
29,INSECTS incremental_imbalanced,0.1,0.243818076
29,INSECTS incremental_imbalanced,0.2,0.201822281
29,INSECTS incremental_imbalanced,0.5,0.140975782
29,INSECTS incremental_imbalanced,1,0.397326651
29,INSECTS incremental-abrupt_imbalanced,0.05,0.258644941
29,INSECTS incremental-abrupt_imbalanced,0.1,0.251056904
29,INSECTS incremental-abrupt_imbalanced,0.2,0.244025048
29,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753
29,INSECTS incremental-abrupt_imbalanced,1,0.388659324
29,Keystroke,0.05,0.522383044
29,Keystroke,0.1,0.703439806
29,Keystroke,0.2,0.794458979
29,Keystroke,0.5,0.684794435
29,Keystroke,1,0.940603409
29,NOAA,0.05,0.54789658
29,NOAA,0.1,0.568087838
29,NOAA,0.2,0.564626106
29,NOAA,0.5,0.664807861
29,NOAA,1,0.673206388
29,Ozone,0.05,0.484177342
29,Ozone,0.1,0.529920032
29,Ozone,0.2,0.530672797
29,Ozone,0.5,0.485630903
29,Ozone,1,0.474968935
