Run,Dataset,Label_Ratio,GMean
25,INSECTS incremental-abrupt_imbalanced,1,0.388659324
25,Keystroke,0.05,0.584090313
25,Keystroke,0.1,0.573559835
25,Keystroke,0.2,0.778880126
25,Keystroke,0.5,0.907437653
25,Keystroke,1,0.940603409
25,NOAA,0.05,0.548945108
25,NOAA,0.1,0.580345824
25,NOAA,0.2,0.624316743
25,NOAA,0.5,0.665902411
25,NOAA,1,0.673206388
25,Ozone,0.05,0.398038111
25,Ozone,0.1,0.467949358
25,Ozone,0.2,0.477480874
25,Ozone,0.5,0.508258111
25,Ozone,1,0.474968935
26,INSECTS incremental_imbalanced,0.05,0.2478178
26,INSECTS incremental_imbalanced,0.1,0.241953685
26,INSECTS incremental_imbalanced,0.2,0.263522511
26,INSECTS incremental_imbalanced,0.5,0.352651828
26,INSECTS incremental_imbalanced,1,0.397326651
26,INSECTS incremental-abrupt_imbalanced,0.05,0.251244482
26,INSECTS incremental-abrupt_imbalanced,0.1,0.259205573
26,INSECTS incremental-abrupt_imbalanced,0.2,0.269249425
26,INSECTS incremental-abrupt_imbalanced,0.5,0.345848423
26,INSECTS incremental-abrupt_imbalanced,1,0.388659324
26,Keystroke,0.05,0.544408917
26,Keystroke,0.1,0.658764499
26,Keystroke,0.2,0.792247096
26,Keystroke,0.5,0.922168845
26,Keystroke,1,0.940603409
26,NOAA,0.05,0.556712584
26,NOAA,0.1,0.580577297
26,NOAA,0.2,0.631047518
26,NOAA,0.5,0.656676709
26,NOAA,1,0.673206388
26,Ozone,0.05,0.449611037
26,Ozone,0.1,0.458679414
26,Ozone,0.2,0.508693396
26,Ozone,0.5,0.41858503
26,Ozone,1,0.474968935
27,INSECTS incremental_imbalanced,0.05,0.249845314
27,INSECTS incremental_imbalanced,0.1,0.250901641
27,INSECTS incremental_imbalanced,0.2,0.270046423
27,INSECTS incremental_imbalanced,0.5,0.354732426
27,INSECTS incremental_imbalanced,1,0.397326651
27,INSECTS incremental-abrupt_imbalanced,0.05,0.259507917
27,INSECTS incremental-abrupt_imbalanced,0.1,0.260310799
27,INSECTS incremental-abrupt_imbalanced,0.2,0.268189168
27,INSECTS incremental-abrupt_imbalanced,0.5,0.344748162
27,INSECTS incremental-abrupt_imbalanced,1,0.388659324
27,Keystroke,0.05,0.634129967
27,Keystroke,0.1,0.656227515
27,Keystroke,0.2,0.77565567
27,Keystroke,0.5,0.918664642
27,Keystroke,1,0.940603409
27,NOAA,0.05,0.56045673
27,NOAA,0.1,0.57784602
27,NOAA,0.2,0.628838051
27,NOAA,0.5,0.658190814
27,NOAA,1,0.673206388
27,Ozone,0.05,0.538612373
27,Ozone,0.1,0.41464165
27,Ozone,0.2,0.509149011
27,Ozone,0.5,0.503853197
27,Ozone,1,0.474968935
28,INSECTS incremental_imbalanced,0.05,0.249068598
28,INSECTS incremental_imbalanced,0.1,0.246523205
28,INSECTS incremental_imbalanced,0.2,0.283184042
28,INSECTS incremental_imbalanced,0.5,0.346610523
28,INSECTS incremental_imbalanced,1,0.397326651
28,INSECTS incremental-abrupt_imbalanced,0.05,0.260382413
28,INSECTS incremental-abrupt_imbalanced,0.1,0.262414502
28,INSECTS incremental-abrupt_imbalanced,0.2,0.277258655
28,INSECTS incremental-abrupt_imbalanced,0.5,0.343861698
28,INSECTS incremental-abrupt_imbalanced,1,0.388659324
28,Keystroke,0.05,0.501925115
28,Keystroke,0.1,0.650513652
28,Keystroke,0.2,0.775789055
28,Keystroke,0.5,0.920961027
28,Keystroke,1,0.940603409
28,NOAA,0.05,0.560251818
28,NOAA,0.1,0.57920396
28,NOAA,0.2,0.619847654
28,NOAA,0.5,0.655330656
28,NOAA,1,0.673206388
28,Ozone,0.05,0.454738959
28,Ozone,0.1,0.402959253
28,Ozone,0.2,0.482020214
28,Ozone,0.5,0.535226229
28,Ozone,1,0.474968935
29,INSECTS incremental_imbalanced,0.05,0.245643867
29,INSECTS incremental_imbalanced,0.1,0.244807976
29,INSECTS incremental_imbalanced,0.2,0.256664728
29,INSECTS incremental_imbalanced,0.5,0.354387933
29,INSECTS incremental_imbalanced,1,0.397326651
29,INSECTS incremental-abrupt_imbalanced,0.05,0.248515475
29,INSECTS incremental-abrupt_imbalanced,0.1,0.246116167
29,INSECTS incremental-abrupt_imbalanced,0.2,0.279747899
29,INSECTS incremental-abrupt_imbalanced,0.5,0.347494113
29,INSECTS incremental-abrupt_imbalanced,1,0.388659324
29,Keystroke,0.05,0.606541184
29,Keystroke,0.1,0.674557865
29,Keystroke,0.2,0.79026182
29,Keystroke,0.5,0.923776813
29,Keystroke,1,0.940603409
29,NOAA,0.05,0.557747241
29,NOAA,0.1,0.578262012
29,NOAA,0.2,0.617979114
29,NOAA,0.5,0.664081793
29,NOAA,1,0.673206388
29,Ozone,0.05,0.512630315
29,Ozone,0.1,0.490164649
29,Ozone,0.2,0.470722732
29,Ozone,0.5,0.508926432
29,Ozone,1,0.474968935
