Run,Dataset,Label_Ratio,GMean,Labeling Strategy
9,NOAA,0.2,0.629931717,Non_Uniform
9,NOAA,0.5,0.664807861,Uniform
9,NOAA,0.5,0.667585473,Non_Uniform
9,NOAA,1,0.673206388,Uniform
9,NOAA,1,0.673206388,Non_Uniform
9,Ozone,0.05,0.415783916,Uniform
9,Ozone,0.05,0.350642328,Non_Uniform
9,Ozone,0.1,0.499601971,Uniform
9,Ozone,0.1,0.405069061,Non_Uniform
9,Ozone,0.2,0.483722719,Uniform
9,Ozone,0.2,0.45303804,Non_Uniform
9,Ozone,0.5,0.521537607,Uniform
9,Ozone,0.5,0.460954359,Non_Uniform
9,Ozone,1,0.474968935,Uniform
9,Ozone,1,0.474968935,Non_Uniform
10,INSECTS incremental_imbalanced,0.05,0.235156016,Uniform
10,INSECTS incremental_imbalanced,0.05,0.259229751,Non_Uniform
10,INSECTS incremental_imbalanced,0.1,0.253359944,Uniform
10,INSECTS incremental_imbalanced,0.1,0.245981454,Non_Uniform
10,INSECTS incremental_imbalanced,0.2,0.205993271,Uniform
10,INSECTS incremental_imbalanced,0.2,0.261899764,Non_Uniform
10,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
10,INSECTS incremental_imbalanced,0.5,0.3487794,Non_Uniform
10,INSECTS incremental_imbalanced,1,0.397326651,Uniform
10,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
10,INSECTS incremental-abrupt_imbalanced,0.05,0.236757348,Uniform
10,INSECTS incremental-abrupt_imbalanced,0.05,0.249365001,Non_Uniform
10,INSECTS incremental-abrupt_imbalanced,0.1,0.261829691,Uniform
10,INSECTS incremental-abrupt_imbalanced,0.1,0.266200698,Non_Uniform
10,INSECTS incremental-abrupt_imbalanced,0.2,0.253076247,Uniform
10,INSECTS incremental-abrupt_imbalanced,0.2,0.277383573,Non_Uniform
10,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
10,INSECTS incremental-abrupt_imbalanced,0.5,0.345892777,Non_Uniform
10,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
10,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
10,Keystroke,0.05,0.552038438,Uniform
10,Keystroke,0.05,0.548614283,Non_Uniform
10,Keystroke,0.1,0.67448349,Uniform
10,Keystroke,0.1,0.675411035,Non_Uniform
10,Keystroke,0.2,0.759429881,Uniform
10,Keystroke,0.2,0.789573803,Non_Uniform
10,Keystroke,0.5,0.684794435,Uniform
10,Keystroke,0.5,0.910007043,Non_Uniform
10,Keystroke,1,0.940603409,Uniform
10,Keystroke,1,0.940603409,Non_Uniform
10,NOAA,0.05,0.555939853,Uniform
10,NOAA,0.05,0.530071872,Non_Uniform
10,NOAA,0.1,0.555774044,Uniform
10,NOAA,0.1,0.589291467,Non_Uniform
10,NOAA,0.2,0.564626106,Uniform
10,NOAA,0.2,0.617074442,Non_Uniform
10,NOAA,0.5,0.65697857,Uniform
10,NOAA,0.5,0.659853295,Non_Uniform
10,NOAA,1,0.673206388,Uniform
10,NOAA,1,0.673206388,Non_Uniform
10,Ozone,0.05,0.415783916,Uniform
10,Ozone,0.05,0.446317139,Non_Uniform
10,Ozone,0.1,0.487555938,Uniform
10,Ozone,0.1,0.409558537,Non_Uniform
10,Ozone,0.2,0.530672797,Uniform
10,Ozone,0.2,0.547780282,Non_Uniform
10,Ozone,0.5,0.521537607,Uniform
10,Ozone,0.5,0.473426991,Non_Uniform
10,Ozone,1,0.474968935,Uniform
10,Ozone,1,0.474968935,Non_Uniform
11,INSECTS incremental_imbalanced,0.05,0.258671007,Uniform
11,INSECTS incremental_imbalanced,0.05,0.248077401,Non_Uniform
11,INSECTS incremental_imbalanced,0.1,0.242432147,Uniform
11,INSECTS incremental_imbalanced,0.1,0.247947746,Non_Uniform
11,INSECTS incremental_imbalanced,0.2,0.201822281,Uniform
11,INSECTS incremental_imbalanced,0.2,0.269894347,Non_Uniform
11,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
11,INSECTS incremental_imbalanced,0.5,0.359527902,Non_Uniform
11,INSECTS incremental_imbalanced,1,0.397326651,Uniform
11,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
11,INSECTS incremental-abrupt_imbalanced,0.05,0.245969896,Uniform
11,INSECTS incremental-abrupt_imbalanced,0.05,0.249901536,Non_Uniform
11,INSECTS incremental-abrupt_imbalanced,0.1,0.251056904,Uniform
11,INSECTS incremental-abrupt_imbalanced,0.1,0.254606006,Non_Uniform
11,INSECTS incremental-abrupt_imbalanced,0.2,0.253076247,Uniform
11,INSECTS incremental-abrupt_imbalanced,0.2,0.268547959,Non_Uniform
11,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
11,INSECTS incremental-abrupt_imbalanced,0.5,0.338877129,Non_Uniform
11,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
11,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
11,Keystroke,0.05,0.469252723,Uniform
11,Keystroke,0.05,0.620299406,Non_Uniform
11,Keystroke,0.1,0.718405722,Uniform
11,Keystroke,0.1,0.665703912,Non_Uniform
11,Keystroke,0.2,0.74264432,Uniform
11,Keystroke,0.2,0.765812154,Non_Uniform
11,Keystroke,0.5,0.684794435,Uniform
11,Keystroke,0.5,0.925149297,Non_Uniform
11,Keystroke,1,0.940603409,Uniform
11,Keystroke,1,0.940603409,Non_Uniform
11,NOAA,0.05,0.537464699,Uniform
11,NOAA,0.05,0.544333078,Non_Uniform
11,NOAA,0.1,0.566683737,Uniform
11,NOAA,0.1,0.578017987,Non_Uniform
11,NOAA,0.2,0.564626106,Uniform
11,NOAA,0.2,0.627033204,Non_Uniform
11,NOAA,0.5,0.65697857,Uniform
11,NOAA,0.5,0.663828585,Non_Uniform
11,NOAA,1,0.673206388,Uniform
11,NOAA,1,0.673206388,Non_Uniform
11,Ozone,0.05,0.448584292,Uniform
11,Ozone,0.05,0.285975963,Non_Uniform
11,Ozone,0.1,0.444960184,Uniform
11,Ozone,0.1,0.392639515,Non_Uniform
11,Ozone,0.2,0.529621612,Uniform
11,Ozone,0.2,0.482659357,Non_Uniform
11,Ozone,0.5,0.485630903,Uniform
11,Ozone,0.5,0.510593408,Non_Uniform
11,Ozone,1,0.474968935,Uniform
11,Ozone,1,0.474968935,Non_Uniform
12,INSECTS incremental_imbalanced,0.05,0.258429644,Uniform
12,INSECTS incremental_imbalanced,0.05,0.246589543,Non_Uniform
12,INSECTS incremental_imbalanced,0.1,0.253359944,Uniform
12,INSECTS incremental_imbalanced,0.1,0.246995482,Non_Uniform
12,INSECTS incremental_imbalanced,0.2,0.198063957,Uniform
12,INSECTS incremental_imbalanced,0.2,0.272298545,Non_Uniform
12,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
12,INSECTS incremental_imbalanced,0.5,0.348912467,Non_Uniform
12,INSECTS incremental_imbalanced,1,0.397326651,Uniform
12,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
12,INSECTS incremental-abrupt_imbalanced,0.05,0.242604459,Uniform
12,INSECTS incremental-abrupt_imbalanced,0.05,0.260638767,Non_Uniform
12,INSECTS incremental-abrupt_imbalanced,0.1,0.253502868,Uniform
12,INSECTS incremental-abrupt_imbalanced,0.1,0.254467084,Non_Uniform
12,INSECTS incremental-abrupt_imbalanced,0.2,0.244025048,Uniform
12,INSECTS incremental-abrupt_imbalanced,0.2,0.268136097,Non_Uniform
12,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
12,INSECTS incremental-abrupt_imbalanced,0.5,0.339041933,Non_Uniform
12,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
12,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
12,Keystroke,0.05,0.485784035,Uniform
12,Keystroke,0.05,0.571800523,Non_Uniform
12,Keystroke,0.1,0.67448349,Uniform
12,Keystroke,0.1,0.692881446,Non_Uniform
12,Keystroke,0.2,0.794458979,Uniform
12,Keystroke,0.2,0.781783866,Non_Uniform
12,Keystroke,0.5,0.684794435,Uniform
12,Keystroke,0.5,0.914452387,Non_Uniform
12,Keystroke,1,0.940603409,Uniform
12,Keystroke,1,0.940603409,Non_Uniform
12,NOAA,0.05,0.527218925,Uniform
12,NOAA,0.05,0.552016382,Non_Uniform
12,NOAA,0.1,0.562893313,Uniform
12,NOAA,0.1,0.573816131,Non_Uniform
12,NOAA,0.2,0.574929936,Uniform
12,NOAA,0.2,0.625463337,Non_Uniform
12,NOAA,0.5,0.65697857,Uniform
12,NOAA,0.5,0.663244416,Non_Uniform
12,NOAA,1,0.673206388,Uniform
12,NOAA,1,0.673206388,Non_Uniform
12,Ozone,0.05,0.393654881,Uniform
12,Ozone,0.05,0.37527393,Non_Uniform
12,Ozone,0.1,0.450062062,Uniform
12,Ozone,0.1,0.440935978,Non_Uniform
12,Ozone,0.2,0.526925722,Uniform
12,Ozone,0.2,0.495659916,Non_Uniform
12,Ozone,0.5,0.521537607,Uniform
12,Ozone,0.5,0.482233356,Non_Uniform
12,Ozone,1,0.474968935,Uniform
12,Ozone,1,0.474968935,Non_Uniform
13,INSECTS incremental_imbalanced,0.05,0.235156016,Uniform
13,INSECTS incremental_imbalanced,0.05,0.240469875,Non_Uniform
13,INSECTS incremental_imbalanced,0.1,0.255011261,Uniform
13,INSECTS incremental_imbalanced,0.1,0.25964556,Non_Uniform
13,INSECTS incremental_imbalanced,0.2,0.202891199,Uniform
13,INSECTS incremental_imbalanced,0.2,0.259698518,Non_Uniform
13,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
13,INSECTS incremental_imbalanced,0.5,0.348709159,Non_Uniform
13,INSECTS incremental_imbalanced,1,0.397326651,Uniform
13,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
13,INSECTS incremental-abrupt_imbalanced,0.05,0.255361849,Uniform
13,INSECTS incremental-abrupt_imbalanced,0.05,0.254804587,Non_Uniform
13,INSECTS incremental-abrupt_imbalanced,0.1,0.258921829,Uniform
13,INSECTS incremental-abrupt_imbalanced,0.1,0.248337646,Non_Uniform
13,INSECTS incremental-abrupt_imbalanced,0.2,0.245814772,Uniform
13,INSECTS incremental-abrupt_imbalanced,0.2,0.274110233,Non_Uniform
13,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
13,INSECTS incremental-abrupt_imbalanced,0.5,0.347697341,Non_Uniform
13,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
13,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
13,Keystroke,0.05,0.549737125,Uniform
13,Keystroke,0.05,0.517639783,Non_Uniform
13,Keystroke,0.1,0.669397273,Uniform
13,Keystroke,0.1,0.642807496,Non_Uniform
13,Keystroke,0.2,0.759429881,Uniform
13,Keystroke,0.2,0.79706344,Non_Uniform
13,Keystroke,0.5,0.684794435,Uniform
13,Keystroke,0.5,0.925166242,Non_Uniform
13,Keystroke,1,0.940603409,Uniform
13,Keystroke,1,0.940603409,Non_Uniform
13,NOAA,0.05,0.537464699,Uniform
13,NOAA,0.05,0.553217039,Non_Uniform
13,NOAA,0.1,0.562893313,Uniform
13,NOAA,0.1,0.562205716,Non_Uniform
13,NOAA,0.2,0.576886398,Uniform
13,NOAA,0.2,0.61347139,Non_Uniform
13,NOAA,0.5,0.65697857,Uniform
13,NOAA,0.5,0.666329829,Non_Uniform
13,NOAA,1,0.673206388,Uniform
13,NOAA,1,0.673206388,Non_Uniform
13,Ozone,0.05,0.481380222,Uniform
13,Ozone,0.05,0.387604362,Non_Uniform
13,Ozone,0.1,0.444960184,Uniform
13,Ozone,0.1,0.413782882,Non_Uniform
13,Ozone,0.2,0.526925722,Uniform
13,Ozone,0.2,0.50658345,Non_Uniform
13,Ozone,0.5,0.521537607,Uniform
13,Ozone,0.5,0.501651993,Non_Uniform
13,Ozone,1,0.474968935,Uniform
13,Ozone,1,0.474968935,Non_Uniform
14,INSECTS incremental_imbalanced,0.05,0.237393893,Uniform
14,INSECTS incremental_imbalanced,0.05,0.246756444,Non_Uniform
14,INSECTS incremental_imbalanced,0.1,0.255011261,Uniform
14,INSECTS incremental_imbalanced,0.1,0.247203678,Non_Uniform
14,INSECTS incremental_imbalanced,0.2,0.198063957,Uniform
14,INSECTS incremental_imbalanced,0.2,0.27540536,Non_Uniform
14,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
14,INSECTS incremental_imbalanced,0.5,0.345434264,Non_Uniform
14,INSECTS incremental_imbalanced,1,0.397326651,Uniform
14,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
14,INSECTS incremental-abrupt_imbalanced,0.05,0.256395692,Uniform
14,INSECTS incremental-abrupt_imbalanced,0.05,0.250863706,Non_Uniform
14,INSECTS incremental-abrupt_imbalanced,0.1,0.246993937,Uniform
14,INSECTS incremental-abrupt_imbalanced,0.1,0.255008244,Non_Uniform
14,INSECTS incremental-abrupt_imbalanced,0.2,0.244025048,Uniform
14,INSECTS incremental-abrupt_imbalanced,0.2,0.28022644,Non_Uniform
14,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
14,INSECTS incremental-abrupt_imbalanced,0.5,0.349967472,Non_Uniform
14,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
14,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
14,Keystroke,0.05,0.618715253,Uniform
14,Keystroke,0.05,0.541249381,Non_Uniform
14,Keystroke,0.1,0.669397273,Uniform
14,Keystroke,0.1,0.65756399,Non_Uniform
14,Keystroke,0.2,0.74264432,Uniform
14,Keystroke,0.2,0.776649443,Non_Uniform
14,Keystroke,0.5,0.684794435,Uniform
14,Keystroke,0.5,0.911721295,Non_Uniform
14,Keystroke,1,0.940603409,Uniform
14,Keystroke,1,0.940603409,Non_Uniform
14,NOAA,0.05,0.555939853,Uniform
14,NOAA,0.05,0.531137209,Non_Uniform
14,NOAA,0.1,0.598205873,Uniform
14,NOAA,0.1,0.579061051,Non_Uniform
14,NOAA,0.2,0.576886398,Uniform
14,NOAA,0.2,0.620274879,Non_Uniform
14,NOAA,0.5,0.65697857,Uniform
14,NOAA,0.5,0.666456974,Non_Uniform
14,NOAA,1,0.673206388,Uniform
14,NOAA,1,0.673206388,Non_Uniform
14,Ozone,0.05,0.474030474,Uniform
14,Ozone,0.05,0.437670107,Non_Uniform
14,Ozone,0.1,0.444960184,Uniform
14,Ozone,0.1,0.448366907,Non_Uniform
14,Ozone,0.2,0.483722719,Uniform
14,Ozone,0.2,0.466790804,Non_Uniform
14,Ozone,0.5,0.485630903,Uniform
14,Ozone,0.5,0.460353766,Non_Uniform
14,Ozone,1,0.474968935,Uniform
14,Ozone,1,0.474968935,Non_Uniform
15,INSECTS incremental_imbalanced,0.05,0.257925235,Uniform
15,INSECTS incremental_imbalanced,0.05,0.250531706,Non_Uniform
15,INSECTS incremental_imbalanced,0.1,0.253359944,Uniform
15,INSECTS incremental_imbalanced,0.1,0.254636777,Non_Uniform
15,INSECTS incremental_imbalanced,0.2,0.198063957,Uniform
15,INSECTS incremental_imbalanced,0.2,0.271485192,Non_Uniform
15,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
15,INSECTS incremental_imbalanced,0.5,0.351124392,Non_Uniform
15,INSECTS incremental_imbalanced,1,0.397326651,Uniform
15,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
15,INSECTS incremental-abrupt_imbalanced,0.05,0.256395692,Uniform
15,INSECTS incremental-abrupt_imbalanced,0.05,0.256300506,Non_Uniform
15,INSECTS incremental-abrupt_imbalanced,0.1,0.252093362,Uniform
15,INSECTS incremental-abrupt_imbalanced,0.1,0.250391336,Non_Uniform
15,INSECTS incremental-abrupt_imbalanced,0.2,0.245814772,Uniform
15,INSECTS incremental-abrupt_imbalanced,0.2,0.277518964,Non_Uniform
15,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
15,INSECTS incremental-abrupt_imbalanced,0.5,0.336935327,Non_Uniform
15,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
15,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
15,Keystroke,0.05,0.618715253,Uniform
15,Keystroke,0.05,0.644056609,Non_Uniform
15,Keystroke,0.1,0.669397273,Uniform
15,Keystroke,0.1,0.655137229,Non_Uniform
15,Keystroke,0.2,0.74264432,Uniform
15,Keystroke,0.2,0.795405609,Non_Uniform
15,Keystroke,0.5,0.684794435,Uniform
15,Keystroke,0.5,0.925166242,Non_Uniform
15,Keystroke,1,0.940603409,Uniform
15,Keystroke,1,0.940603409,Non_Uniform
15,NOAA,0.05,0.54276091,Uniform
15,NOAA,0.05,0.528967895,Non_Uniform
15,NOAA,0.1,0.568087838,Uniform
15,NOAA,0.1,0.574453039,Non_Uniform
15,NOAA,0.2,0.576886398,Uniform
15,NOAA,0.2,0.62244167,Non_Uniform
15,NOAA,0.5,0.664807861,Uniform
15,NOAA,0.5,0.659459807,Non_Uniform
15,NOAA,1,0.673206388,Uniform
15,NOAA,1,0.673206388,Non_Uniform
15,Ozone,0.05,0.460799995,Uniform
15,Ozone,0.05,0.444151141,Non_Uniform
15,Ozone,0.1,0.412111128,Uniform
15,Ozone,0.1,0.537755587,Non_Uniform
15,Ozone,0.2,0.526925722,Uniform
15,Ozone,0.2,0.467628295,Non_Uniform
15,Ozone,0.5,0.485630903,Uniform
15,Ozone,0.5,0.453433361,Non_Uniform
15,Ozone,1,0.474968935,Uniform
15,Ozone,1,0.474968935,Non_Uniform
16,INSECTS incremental_imbalanced,0.05,0.23777554,Uniform
16,INSECTS incremental_imbalanced,0.05,0.253309001,Non_Uniform
16,INSECTS incremental_imbalanced,0.1,0.243818076,Uniform
16,INSECTS incremental_imbalanced,0.1,0.245991205,Non_Uniform
16,INSECTS incremental_imbalanced,0.2,0.205993271,Uniform
16,INSECTS incremental_imbalanced,0.2,0.272204451,Non_Uniform
16,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
16,INSECTS incremental_imbalanced,0.5,0.35122011,Non_Uniform
16,INSECTS incremental_imbalanced,1,0.397326651,Uniform
16,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
16,INSECTS incremental-abrupt_imbalanced,0.05,0.245081382,Uniform
16,INSECTS incremental-abrupt_imbalanced,0.05,0.250653183,Non_Uniform
16,INSECTS incremental-abrupt_imbalanced,0.1,0.252093362,Uniform
16,INSECTS incremental-abrupt_imbalanced,0.1,0.252631854,Non_Uniform
16,INSECTS incremental-abrupt_imbalanced,0.2,0.245814772,Uniform
16,INSECTS incremental-abrupt_imbalanced,0.2,0.27367829,Non_Uniform
16,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
16,INSECTS incremental-abrupt_imbalanced,0.5,0.342625501,Non_Uniform
16,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
16,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
16,Keystroke,0.05,0.595635683,Uniform
16,Keystroke,0.05,0.543088423,Non_Uniform
16,Keystroke,0.1,0.703439806,Uniform
16,Keystroke,0.1,0.679880685,Non_Uniform
16,Keystroke,0.2,0.759429881,Uniform
16,Keystroke,0.2,0.783850619,Non_Uniform
16,Keystroke,0.5,0.684794435,Uniform
16,Keystroke,0.5,0.929929169,Non_Uniform
16,Keystroke,1,0.940603409,Uniform
16,Keystroke,1,0.940603409,Non_Uniform
16,NOAA,0.05,0.527224883,Uniform
16,NOAA,0.05,0.545730737,Non_Uniform
16,NOAA,0.1,0.598205873,Uniform
16,NOAA,0.1,0.564243526,Non_Uniform
16,NOAA,0.2,0.574929936,Uniform
16,NOAA,0.2,0.632313588,Non_Uniform
16,NOAA,0.5,0.664807861,Uniform
16,NOAA,0.5,0.661538449,Non_Uniform
16,NOAA,1,0.673206388,Uniform
16,NOAA,1,0.673206388,Non_Uniform
16,Ozone,0.05,0.29514409,Uniform
16,Ozone,0.05,0.484481999,Non_Uniform
16,Ozone,0.1,0.500547761,Uniform
16,Ozone,0.1,0.361789514,Non_Uniform
16,Ozone,0.2,0.530672797,Uniform
16,Ozone,0.2,0.393828872,Non_Uniform
16,Ozone,0.5,0.485630903,Uniform
16,Ozone,0.5,0.516271903,Non_Uniform
16,Ozone,1,0.474968935,Uniform
16,Ozone,1,0.474968935,Non_Uniform
17,INSECTS incremental_imbalanced,0.05,0.251619946,Uniform
17,INSECTS incremental_imbalanced,0.05,0.253660863,Non_Uniform
17,INSECTS incremental_imbalanced,0.1,0.247064631,Uniform
17,INSECTS incremental_imbalanced,0.1,0.243984942,Non_Uniform
17,INSECTS incremental_imbalanced,0.2,0.198063957,Uniform
17,INSECTS incremental_imbalanced,0.2,0.277655435,Non_Uniform
17,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
17,INSECTS incremental_imbalanced,0.5,0.34165005,Non_Uniform
17,INSECTS incremental_imbalanced,1,0.397326651,Uniform
17,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
17,INSECTS incremental-abrupt_imbalanced,0.05,0.246213318,Uniform
17,INSECTS incremental-abrupt_imbalanced,0.05,0.249439953,Non_Uniform
17,INSECTS incremental-abrupt_imbalanced,0.1,0.252093362,Uniform
17,INSECTS incremental-abrupt_imbalanced,0.1,0.260255229,Non_Uniform
17,INSECTS incremental-abrupt_imbalanced,0.2,0.242342842,Uniform
17,INSECTS incremental-abrupt_imbalanced,0.2,0.270583873,Non_Uniform
17,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
17,INSECTS incremental-abrupt_imbalanced,0.5,0.347127641,Non_Uniform
17,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
17,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
17,Keystroke,0.05,0.564406712,Uniform
17,Keystroke,0.05,0.581265238,Non_Uniform
17,Keystroke,0.1,0.677857726,Uniform
17,Keystroke,0.1,0.672391448,Non_Uniform
17,Keystroke,0.2,0.74264432,Uniform
17,Keystroke,0.2,0.777436288,Non_Uniform
17,Keystroke,0.5,0.684794435,Uniform
17,Keystroke,0.5,0.931875975,Non_Uniform
17,Keystroke,1,0.940603409,Uniform
17,Keystroke,1,0.940603409,Non_Uniform
17,NOAA,0.05,0.525269049,Uniform
17,NOAA,0.05,0.550203815,Non_Uniform
17,NOAA,0.1,0.566181584,Uniform
17,NOAA,0.1,0.588299515,Non_Uniform
17,NOAA,0.2,0.564626106,Uniform
17,NOAA,0.2,0.623957386,Non_Uniform
17,NOAA,0.5,0.664807861,Uniform
17,NOAA,0.5,0.651531741,Non_Uniform
17,NOAA,1,0.673206388,Uniform
17,NOAA,1,0.673206388,Non_Uniform
17,Ozone,0.05,0.481380222,Uniform
17,Ozone,0.05,0.546161679,Non_Uniform
17,Ozone,0.1,0.444960184,Uniform
17,Ozone,0.1,0.440146476,Non_Uniform
17,Ozone,0.2,0.483722719,Uniform
17,Ozone,0.2,0.569627645,Non_Uniform
17,Ozone,0.5,0.521537607,Uniform
17,Ozone,0.5,0.564889762,Non_Uniform
17,Ozone,1,0.474968935,Uniform
17,Ozone,1,0.474968935,Non_Uniform
18,INSECTS incremental_imbalanced,0.05,0.256502765,Uniform
18,INSECTS incremental_imbalanced,0.05,0.242432868,Non_Uniform
18,INSECTS incremental_imbalanced,0.1,0.242432147,Uniform
18,INSECTS incremental_imbalanced,0.1,0.2521071,Non_Uniform
18,INSECTS incremental_imbalanced,0.2,0.202891199,Uniform
18,INSECTS incremental_imbalanced,0.2,0.251488972,Non_Uniform
18,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
18,INSECTS incremental_imbalanced,0.5,0.33781914,Non_Uniform
18,INSECTS incremental_imbalanced,1,0.397326651,Uniform
18,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
18,INSECTS incremental-abrupt_imbalanced,0.05,0.253621112,Uniform
18,INSECTS incremental-abrupt_imbalanced,0.05,0.253265363,Non_Uniform
18,INSECTS incremental-abrupt_imbalanced,0.1,0.255928533,Uniform
18,INSECTS incremental-abrupt_imbalanced,0.1,0.253231894,Non_Uniform
18,INSECTS incremental-abrupt_imbalanced,0.2,0.244025048,Uniform
18,INSECTS incremental-abrupt_imbalanced,0.2,0.262755978,Non_Uniform
18,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
18,INSECTS incremental-abrupt_imbalanced,0.5,0.34443981,Non_Uniform
18,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
18,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
18,Keystroke,0.05,0.595635683,Uniform
18,Keystroke,0.05,0.582219224,Non_Uniform
18,Keystroke,0.1,0.631897724,Uniform
18,Keystroke,0.1,0.678210715,Non_Uniform
18,Keystroke,0.2,0.74264432,Uniform
18,Keystroke,0.2,0.768285197,Non_Uniform
18,Keystroke,0.5,0.684794435,Uniform
18,Keystroke,0.5,0.926684425,Non_Uniform
18,Keystroke,1,0.940603409,Uniform
18,Keystroke,1,0.940603409,Non_Uniform
18,NOAA,0.05,0.555939853,Uniform
18,NOAA,0.05,0.540479827,Non_Uniform
18,NOAA,0.1,0.56867797,Uniform
18,NOAA,0.1,0.569533976,Non_Uniform
18,NOAA,0.2,0.574929936,Uniform
18,NOAA,0.2,0.62326202,Non_Uniform
18,NOAA,0.5,0.65697857,Uniform
18,NOAA,0.5,0.664209983,Non_Uniform
18,NOAA,1,0.673206388,Uniform
18,NOAA,1,0.673206388,Non_Uniform
18,Ozone,0.05,0.29514409,Uniform
18,Ozone,0.05,0.373331025,Non_Uniform
18,Ozone,0.1,0.544095336,Uniform
18,Ozone,0.1,0.488729964,Non_Uniform
18,Ozone,0.2,0.529621612,Uniform
18,Ozone,0.2,0.566312962,Non_Uniform
18,Ozone,0.5,0.521537607,Uniform
18,Ozone,0.5,0.496079699,Non_Uniform
18,Ozone,1,0.474968935,Uniform
18,Ozone,1,0.474968935,Non_Uniform
19,INSECTS incremental_imbalanced,0.05,0.23777554,Uniform
19,INSECTS incremental_imbalanced,0.05,0.245581265,Non_Uniform
19,INSECTS incremental_imbalanced,0.1,0.250226153,Uniform
19,INSECTS incremental_imbalanced,0.1,0.251041897,Non_Uniform
19,INSECTS incremental_imbalanced,0.2,0.201822281,Uniform
19,INSECTS incremental_imbalanced,0.2,0.279476667,Non_Uniform
19,INSECTS incremental_imbalanced,0.5,0.140975782,Uniform
19,INSECTS incremental_imbalanced,0.5,0.345465401,Non_Uniform
19,INSECTS incremental_imbalanced,1,0.397326651,Uniform
19,INSECTS incremental_imbalanced,1,0.397326651,Non_Uniform
19,INSECTS incremental-abrupt_imbalanced,0.05,0.236757348,Uniform
19,INSECTS incremental-abrupt_imbalanced,0.05,0.269243075,Non_Uniform
19,INSECTS incremental-abrupt_imbalanced,0.1,0.261829691,Uniform
19,INSECTS incremental-abrupt_imbalanced,0.1,0.262959644,Non_Uniform
19,INSECTS incremental-abrupt_imbalanced,0.2,0.253076247,Uniform
19,INSECTS incremental-abrupt_imbalanced,0.2,0.281217956,Non_Uniform
19,INSECTS incremental-abrupt_imbalanced,0.5,0.237086753,Uniform
19,INSECTS incremental-abrupt_imbalanced,0.5,0.346877592,Non_Uniform
19,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Uniform
19,INSECTS incremental-abrupt_imbalanced,1,0.388659324,Non_Uniform
19,Keystroke,0.05,0.58616408,Uniform
19,Keystroke,0.05,0.583263043,Non_Uniform
19,Keystroke,0.1,0.703439806,Uniform
19,Keystroke,0.1,0.676244583,Non_Uniform
19,Keystroke,0.2,0.794458979,Uniform
19,Keystroke,0.2,0.774504103,Non_Uniform
19,Keystroke,0.5,0.684794435,Uniform
